id_registro,codigo_producto,categoria,laboratorio,ciudad,temporada,metodo_reabastecimiento,precio_unitario,costo_unitario,margen_unitario,stock_actual,stock_minimo,stock_maximo,demanda_promedio_diaria,desviacion_demanda,ventas_ultimos_30_dias,quiebres_stock_ultimos_6m,lead_time_dias,dias_para_vencer,descuento_activo,es_esencial,requiere_formula,categoria_consenso_cluster,confianza_consenso,categoria_reevaluada
3029,MED-4028,Cardiovasculares,La Santé,Barranquilla,Normal,Proveedor Programado,53927.92,41171.73,12756.19,114,55,345,23.87,8.56,703,2,5,809,0,0,1,Cardiovasculares,0.5,Cardiovasculares
3030,MED-4029,Pediatría,Abbott,Cali,Promoción,Automático (ML),42625.26,28529.41,14095.85,315,40,322,25.09,3.31,785,1,13,406,0,1,1,Pediatría,0.5,Pediatría
3031,MED-4030,Analgésicos,MK,Medellín,Promoción,Automático (ML),11299.7,8309.97,2989.73,343,54,419,6.83,4.56,198,1,7,241,0,1,0,Pediatría,0.75,Pediatría
3032,MED-4031,Analgésicos,Pfizer,Cartagena,Alta (Invierno),Manual,30715.25,24371.55,6343.7,258,43,163,34.18,2.7,1021,2,6,409,0,1,1,Pediatría,0.5,Analgésicos
3033,MED-4032,Diabetes,Genfar,Medellín,Alta (Invierno),Manual,20334.02,17216.11,3117.91,68,79,313,21.38,5.34,652,0,11,707,1,0,0,Pediatría,0.5,Diabetes
3034,MED-4033,Antigripales,Roche,Barranquilla,Alta (Epidemia),Automático (ML),60939.22,49810.8,11128.42,364,15,330,14.87,2.68,448,0,13,180,0,0,0,Dermatológicos,0.25,Antigripales
3035,MED-4034,Gastrointestinales,Genfar,Medellín,Promoción,Automático (ML),23618.06,15914.22,7703.84,484,21,387,14.27,6.85,419,1,8,464,1,0,1,Pediatría,0.75,Pediatría
3036,MED-4035,Vitaminas,Abbott,Barranquilla,Alta (Invierno),Proveedor Programado,57101.31,43944.11,13157.2,101,51,110,23.36,7.73,709,2,3,288,0,0,1,Cardiovasculares,0.5,Vitaminas
3037,MED-4036,Vitaminas,Bayer,Medellín,Alta (Invierno),Proveedor Programado,14785.35,11207.22,3578.13,107,35,214,26.83,3.99,826,3,6,571,0,0,0,Pediatría,1.0,Pediatría
3038,MED-4037,Dermatológicos,Bayer,Bogotá,Promoción,Proveedor Programado,36112.17,24589.65,11522.52,109,48,227,37.38,1.05,1088,0,3,536,0,0,0,Antigripales,0.25,Dermatológicos
3039,MED-4038,Higiene Personal,Tecnoquímicas,Cali,Alta (Invierno),Manual,41027.64,33491.17,7536.47,349,28,412,19.01,2.8,603,2,10,436,1,1,0,Pediatría,1.0,Pediatría
3040,MED-4039,Pediatría,Roche,Cartagena,Alta (Invierno),Proveedor Programado,79259.06,63241.19,16017.87,455,31,85,14.45,7.95,436,0,5,134,0,1,1,Cardiovasculares,0.5,Pediatría
3041,MED-4040,Gastrointestinales,Pfizer,Cali,Alta (Epidemia),Proveedor Programado,56759.25,36110.97,20648.28,356,42,113,31.07,1.38,932,1,2,227,1,0,1,Antigripales,0.25,Gastrointestinales
3042,MED-4041,Analgésicos,Abbott,Cali,Promoción,Proveedor Programado,42865.9,27427.65,15438.25,278,56,269,22.43,5.58,662,4,7,536,0,0,0,Pediatría,1.0,Pediatría
3043,MED-4042,Antibióticos,Bayer,Bogotá,Promoción,Automático (ML),18266.4,13896.13,4370.27,317,28,423,28.06,5.97,836,0,6,408,0,0,0,Dermatológicos,0.25,Antibióticos
3044,MED-4043,Vitaminas,Sanofi,Medellín,Alta (Invierno),Automático (ML),8904.47,6637.19,2267.28,157,45,330,24.54,3.79,738,0,7,383,1,1,1,Pediatría,0.75,Pediatría
3045,MED-4044,Antigripales,Genfar,Bogotá,Promoción,Proveedor Programado,71399.87,44670.84,26729.03,38,75,129,27.31,9.52,802,1,7,507,0,1,1,Antigripales,0.25,Antigripales
3046,MED-4045,Dermatológicos,Abbott,Bogotá,Promoción,Manual,66211.99,43987.72,22224.27,428,43,228,17.49,9.91,550,2,4,641,0,1,0,Dermatológicos,0.25,Dermatológicos
3047,MED-4046,Antigripales,Sanofi,Bogotá,Alta (Epidemia),Proveedor Programado,21001.53,14822.93,6178.6,23,30,175,15.58,3.79,441,2,8,894,1,0,1,Pediatría,0.5,Antigripales
3048,MED-4047,Vitaminas,Tecnoquímicas,Bogotá,Normal,Proveedor Programado,23525.59,15118.72,8406.87,139,38,346,27.24,2.08,836,1,13,104,1,1,0,Pediatría,1.0,Pediatría
3049,MED-4048,Vitaminas,Abbott,Cali,Normal,Proveedor Programado,40758.56,31924.53,8834.03,57,19,79,39.2,1.34,1155,1,13,479,1,1,1,Pediatría,0.5,Vitaminas
3050,MED-4049,Higiene Personal,MK,Barranquilla,Promoción,Automático (ML),43201.81,26130.15,17071.66,391,77,314,8.65,3.93,252,1,13,557,0,1,0,Pediatría,0.75,Pediatría
3051,MED-4050,Cardiovasculares,MK,Bogotá,Normal,Manual,50490.01,33823.35,16666.66,62,15,356,17.51,6.89,520,1,10,37,1,0,1,Dermatológicos,0.25,Cardiovasculares
3052,MED-4051,Cardiovasculares,Tecnoquímicas,Barranquilla,Normal,Automático (ML),41760.57,27215.98,14544.59,202,18,380,39.8,0.94,1174,2,6,40,1,1,1,Pediatría,1.0,Pediatría
3053,MED-4052,Pediatría,Abbott,Cartagena,Alta (Invierno),Manual,59390.43,41923.16,17467.27,298,42,297,25.73,1.18,718,2,1,536,0,1,1,Antigripales,0.25,Pediatría
3054,MED-4053,Pediatría,Pfizer,Cali,Promoción,Manual,57240.61,43574.47,13666.14,376,43,334,28.64,8.63,835,1,8,148,1,1,0,Gastrointestinales,0.25,Pediatría
3055,MED-4054,Dermatológicos,Roche,Medellín,Alta (Invierno),Automático (ML),56307.61,42161.89,14145.72,424,60,130,39.41,4.63,1176,2,6,712,1,1,0,Pediatría,0.5,Dermatológicos
3056,MED-4055,Vitaminas,MK,Medellín,Alta (Epidemia),Automático (ML),54688.6,37372.6,17316.0,44,53,366,1.02,8.03,26,1,1,100,0,0,0,Pediatría,0.5,Vitaminas
3057,MED-4056,Vitaminas,Novartis,Cartagena,Normal,Proveedor Programado,74611.82,58368.48,16243.34,301,55,452,11.24,5.98,339,1,6,763,0,1,1,Pediatría,0.5,Vitaminas
3058,MED-4057,Higiene Personal,La Santé,Medellín,Alta (Epidemia),Manual,69050.54,55816.57,13233.97,483,71,416,9.21,1.09,274,1,4,438,0,0,0,Pediatría,0.5,Higiene Personal
3059,MED-4058,Diabetes,Sanofi,Medellín,Alta (Invierno),Manual,67435.9,42515.38,24920.52,104,50,250,10.71,7.5,325,1,6,597,1,1,1,Pediatría,0.5,Diabetes
3060,MED-4059,Vitaminas,MK,Cali,Promoción,Proveedor Programado,78709.65,54851.76,23857.89,41,52,153,22.25,3.39,665,3,3,88,1,1,0,Antigripales,0.25,Vitaminas
3061,MED-4060,Higiene Personal,Novartis,Cartagena,Alta (Invierno),Manual,6053.63,5007.02,1046.61,122,76,227,9.01,9.87,291,0,10,523,0,1,1,Pediatría,0.5,Higiene Personal
3062,MED-4061,Analgésicos,La Santé,Cartagena,Alta (Epidemia),Manual,53453.71,41121.11,12332.6,326,19,195,37.0,7.47,1097,2,3,516,1,0,1,Antigripales,0.25,Analgésicos
3063,MED-4062,Antibióticos,Genfar,Cali,Alta (Epidemia),Automático (ML),78891.33,48422.25,30469.08,54,73,419,16.07,9.22,479,2,8,165,1,1,1,Pediatría,0.5,Antibióticos
3064,MED-4063,Cardiovasculares,Bayer,Cali,Promoción,Proveedor Programado,37599.93,26549.13,11050.8,94,32,196,14.1,6.43,438,3,1,665,1,1,1,Cardiovasculares,0.5,Cardiovasculares
3065,MED-4064,Antigripales,Novartis,Medellín,Normal,Proveedor Programado,15636.48,10915.1,4721.38,283,56,446,11.83,7.95,341,0,11,867,1,0,0,Pediatría,0.75,Pediatría
3066,MED-4065,Cardiovasculares,Pfizer,Bogotá,Normal,Proveedor Programado,59046.49,42519.14,16527.35,29,13,107,6.23,1.69,185,2,5,250,0,1,0,Dermatológicos,0.5,Cardiovasculares
3067,MED-4066,Cardiovasculares,Sanofi,Medellín,Normal,Manual,19410.42,12082.32,7328.1,379,15,73,12.84,3.95,386,1,4,61,1,1,1,Pediatría,0.5,Cardiovasculares
3068,MED-4067,Gastrointestinales,Abbott,Cartagena,Promoción,Automático (ML),64492.62,44088.49,20404.13,265,61,298,19.5,1.85,625,1,11,156,1,1,1,Diabetes,0.5,Gastrointestinales
3069,MED-4068,Gastrointestinales,La Santé,Cali,Promoción,Automático (ML),20844.19,17695.56,3148.63,182,77,460,33.9,1.46,1024,2,10,241,0,0,1,Dermatológicos,0.25,Gastrointestinales
3070,MED-4069,Diabetes,Sanofi,Cali,Normal,Manual,17150.97,12596.02,4554.95,494,67,341,2.38,8.35,57,5,14,630,0,1,1,Pediatría,0.75,Pediatría
3071,MED-4070,Gastrointestinales,Novartis,Barranquilla,Alta (Invierno),Automático (ML),26396.69,17438.22,8958.47,23,23,350,1.12,8.17,22,2,5,792,0,1,0,Pediatría,0.5,Gastrointestinales
3072,MED-4071,Cardiovasculares,Sanofi,Cali,Alta (Epidemia),Automático (ML),27171.62,20836.03,6335.59,481,34,118,15.94,0.94,486,5,14,686,0,0,0,Cardiovasculares,0.5,Cardiovasculares
3073,MED-4072,Dermatológicos,Tecnoquímicas,Cali,Normal,Proveedor Programado,37261.3,22385.05,14876.25,196,53,149,37.56,6.15,1108,2,7,121,1,1,0,Pediatría,0.75,Pediatría
3074,MED-4073,Vitaminas,Genfar,Medellín,Promoción,Proveedor Programado,61885.34,46135.11,15750.23,258,41,414,37.15,1.24,1105,1,11,297,1,0,0,Gastrointestinales,0.25,Vitaminas
3075,MED-4074,Gastrointestinales,Abbott,Bogotá,Normal,Automático (ML),60967.98,42086.24,18881.74,193,42,297,36.73,2.18,1101,2,10,882,0,0,1,Pediatría,0.5,Gastrointestinales
3076,MED-4075,Antigripales,Bayer,Cartagena,Alta (Epidemia),Automático (ML),46655.66,38319.02,8336.64,273,28,294,13.89,2.06,392,2,12,755,0,0,1,Pediatría,0.5,Antigripales
3077,MED-4076,Analgésicos,MK,Bogotá,Alta (Epidemia),Proveedor Programado,68948.78,44735.99,24212.79,57,28,333,34.35,0.53,1046,0,13,472,0,0,0,Gastrointestinales,0.5,Analgésicos
3078,MED-4077,Pediatría,Tecnoquímicas,Bogotá,Alta (Invierno),Automático (ML),10875.08,8224.17,2650.91,141,31,97,8.28,8.27,249,2,3,449,0,1,0,Pediatría,0.75,Pediatría
3079,MED-4078,Pediatría,Abbott,Cartagena,Promoción,Proveedor Programado,49740.65,35852.37,13888.28,183,21,334,10.1,2.6,293,2,8,347,1,0,1,Dermatológicos,0.5,Pediatría
3080,MED-4079,Gastrointestinales,MK,Cartagena,Alta (Epidemia),Manual,39327.31,32591.41,6735.9,465,19,310,37.95,4.45,1127,1,10,456,0,1,1,Pediatría,0.5,Gastrointestinales
3081,MED-4080,Pediatría,Tecnoquímicas,Cartagena,Normal,Automático (ML),10717.07,6828.32,3888.75,0,40,383,21.88,4.22,695,0,10,277,1,0,1,Pediatría,1.0,Pediatría
3082,MED-4081,Antigripales,La Santé,Barranquilla,Promoción,Automático (ML),48112.74,32484.65,15628.09,459,13,269,7.29,3.6,237,2,12,713,0,1,1,Cardiovasculares,0.5,Antigripales
3083,MED-4082,Antigripales,Roche,Cali,Normal,Automático (ML),35469.05,29465.11,6003.94,304,15,262,10.01,2.36,279,1,9,59,0,0,1,Pediatría,0.5,Antigripales
3084,MED-4083,Analgésicos,MK,Cartagena,Alta (Epidemia),Automático (ML),38512.06,29122.13,9389.93,446,63,291,30.29,2.08,925,1,9,834,0,0,0,Dermatológicos,0.25,Analgésicos
3085,MED-4084,Antibióticos,La Santé,Cartagena,Alta (Invierno),Automático (ML),8854.32,6559.5,2294.82,466,64,292,20.05,9.32,620,1,13,528,1,0,1,Pediatría,0.5,Antibióticos
3086,MED-4085,Antigripales,Tecnoquímicas,Medellín,Normal,Manual,24575.91,15557.65,9018.26,111,52,354,38.38,1.62,1177,1,13,274,0,1,1,Dermatológicos,0.25,Antigripales
3087,MED-4086,Diabetes,Tecnoquímicas,Cartagena,Promoción,Automático (ML),59122.71,36964.69,22158.02,140,18,133,28.05,7.49,832,4,4,427,1,1,0,Pediatría,0.5,Diabetes
3088,MED-4087,Dermatológicos,Pfizer,Cartagena,Promoción,Proveedor Programado,8692.27,6958.39,1733.88,140,21,145,21.46,8.23,641,2,13,352,1,0,0,Pediatría,0.75,Pediatría
3089,MED-4088,Analgésicos,Novartis,Cartagena,Alta (Invierno),Proveedor Programado,41009.57,24868.9,16140.67,395,40,219,23.42,4.34,671,1,5,589,1,1,1,Pediatría,0.5,Analgésicos
3090,MED-4089,Antibióticos,Roche,Barranquilla,Alta (Invierno),Manual,32908.64,23863.39,9045.25,227,42,331,16.03,3.22,486,0,10,711,0,0,1,Pediatría,0.5,Antibióticos
3091,MED-4090,Analgésicos,La Santé,Cartagena,Promoción,Proveedor Programado,52507.24,33794.17,18713.07,340,22,293,20.4,8.27,602,0,11,710,1,0,1,Gastrointestinales,0.5,Analgésicos
3092,MED-4091,Cardiovasculares,Abbott,Cali,Alta (Invierno),Manual,39588.64,26324.87,13263.77,283,31,283,3.34,1.77,120,1,3,811,1,0,0,Pediatría,0.75,Pediatría
3093,MED-4092,Cardiovasculares,Sanofi,Medellín,Alta (Invierno),Proveedor Programado,16343.52,9888.33,6455.19,12,20,166,25.72,3.86,742,2,7,46,0,1,0,Pediatría,1.0,Pediatría
3094,MED-4093,Higiene Personal,Pfizer,Barranquilla,Alta (Invierno),Automático (ML),8303.97,6549.8,1754.17,415,21,303,33.49,0.81,1003,2,1,497,0,1,1,Pediatría,0.5,Higiene Personal
3095,MED-4094,Gastrointestinales,Roche,Cali,Promoción,Proveedor Programado,56996.41,39409.21,17587.2,58,63,186,20.86,6.66,649,1,6,584,0,1,0,Antigripales,0.25,Gastrointestinales
3096,MED-4095,Antigripales,MK,Barranquilla,Alta (Invierno),Manual,70743.26,57037.18,13706.08,77,67,297,22.11,5.42,660,1,7,276,1,0,1,Antigripales,0.25,Antigripales
3097,MED-4096,Pediatría,Novartis,Cartagena,Normal,Manual,43335.7,32414.47,10921.23,339,14,268,13.22,4.92,387,4,1,464,0,0,1,Pediatría,0.75,Pediatría
3098,MED-4097,Pediatría,Bayer,Bogotá,Promoción,Automático (ML),72826.11,45286.95,27539.16,285,72,124,35.65,1.02,1104,3,1,457,1,1,0,Pediatría,0.5,Pediatría
3099,MED-4098,Higiene Personal,Tecnoquímicas,Barranquilla,Promoción,Proveedor Programado,24673.07,16490.6,8182.47,358,30,113,30.01,2.66,903,2,8,559,1,1,0,Pediatría,0.5,Higiene Personal
3100,MED-4099,Diabetes,Sanofi,Barranquilla,Alta (Epidemia),Automático (ML),9617.69,6448.07,3169.62,46,65,253,32.76,8.29,970,0,14,897,0,0,0,Dermatológicos,0.25,Diabetes
3101,MED-4100,Diabetes,Genfar,Barranquilla,Normal,Automático (ML),28936.36,17857.24,11079.12,184,74,354,11.13,1.62,326,1,2,106,0,1,1,Pediatría,0.5,Diabetes
3102,MED-4101,Pediatría,Bayer,Cartagena,Alta (Epidemia),Automático (ML),20334.75,12308.67,8026.08,46,55,194,1.48,1.5,56,1,14,542,1,0,1,Pediatría,0.5,Pediatría
3103,MED-4102,Higiene Personal,Genfar,Cartagena,Alta (Epidemia),Proveedor Programado,71344.47,47952.2,23392.27,268,22,113,34.11,7.11,997,3,14,476,1,1,0,Pediatría,0.5,Higiene Personal
3104,MED-4103,Higiene Personal,Bayer,Medellín,Normal,Proveedor Programado,17192.61,14453.07,2739.54,134,16,325,2.38,3.51,41,0,8,801,1,1,0,Pediatría,0.75,Pediatría
3105,MED-4104,Vitaminas,Genfar,Cartagena,Promoción,Proveedor Programado,9122.68,6103.82,3018.86,386,11,326,28.92,5.21,873,1,6,237,0,0,0,Pediatría,0.5,Vitaminas
3106,MED-4105,Pediatría,Bayer,Cali,Normal,Proveedor Programado,75200.99,59631.1,15569.89,193,28,209,16.16,2.96,498,1,8,852,0,0,1,Dermatológicos,0.25,Pediatría
3107,MED-4106,Antibióticos,Novartis,Medellín,Normal,Proveedor Programado,29736.46,21077.35,8659.11,383,13,211,9.63,5.07,273,0,8,136,1,0,1,Pediatría,0.5,Antibióticos
3108,MED-4107,Cardiovasculares,Roche,Bogotá,Normal,Manual,17216.69,11134.75,6081.94,424,33,424,34.64,1.32,1032,1,13,307,1,0,0,Pediatría,0.5,Cardiovasculares
3109,MED-4108,Diabetes,MK,Cartagena,Alta (Invierno),Automático (ML),15298.99,10671.26,4627.73,249,44,417,16.92,1.81,487,0,12,82,0,0,1,Pediatría,1.0,Pediatría
3110,MED-4109,Higiene Personal,Sanofi,Cali,Promoción,Manual,55331.92,42631.16,12700.76,457,33,290,5.11,8.71,156,2,2,514,0,1,0,Dermatológicos,0.25,Higiene Personal
3111,MED-4110,Cardiovasculares,Abbott,Cali,Promoción,Proveedor Programado,25753.14,20958.69,4794.45,383,41,97,34.7,6.34,1020,1,10,792,1,0,0,Pediatría,0.5,Cardiovasculares
3112,MED-4111,Gastrointestinales,La Santé,Barranquilla,Normal,Automático (ML),26384.25,20276.11,6108.14,415,59,132,6.15,9.13,198,1,2,807,1,0,0,Pediatría,0.5,Gastrointestinales
3113,MED-4112,Vitaminas,Genfar,Bogotá,Alta (Epidemia),Automático (ML),14959.07,10777.05,4182.02,435,22,196,37.38,6.18,1105,0,4,476,1,0,1,Pediatría,0.5,Vitaminas
3114,MED-4113,Diabetes,Bayer,Cali,Alta (Invierno),Proveedor Programado,17733.54,12251.63,5481.91,427,27,302,24.24,6.01,731,0,7,539,0,1,0,Pediatría,0.5,Diabetes
3115,MED-4114,Higiene Personal,Tecnoquímicas,Cali,Alta (Epidemia),Manual,63454.02,48343.39,15110.63,102,36,345,20.62,1.01,592,2,7,607,1,1,0,Antigripales,0.25,Higiene Personal
3116,MED-4115,Antibióticos,Pfizer,Cali,Normal,Automático (ML),64330.12,45939.82,18390.3,117,69,317,29.55,4.45,887,1,8,527,1,0,0,Antigripales,0.25,Antibióticos
3117,MED-4116,Vitaminas,Genfar,Cali,Normal,Manual,51843.75,33495.36,18348.39,256,17,292,15.93,2.38,505,2,11,241,1,1,0,Dermatológicos,0.5,Vitaminas
3118,MED-4117,Gastrointestinales,Sanofi,Cartagena,Normal,Proveedor Programado,22011.66,13339.78,8671.88,408,36,105,39.59,7.06,1187,0,2,781,0,1,1,Pediatría,0.5,Gastrointestinales
3119,MED-4118,Pediatría,Abbott,Cartagena,Normal,Manual,4644.96,2828.91,1816.05,31,21,228,32.89,0.61,977,2,11,397,0,1,1,Pediatría,1.0,Pediatría
3120,MED-4119,Gastrointestinales,Sanofi,Cartagena,Alta (Epidemia),Automático (ML),17591.27,11775.68,5815.59,40,45,261,19.55,3.69,579,1,9,375,1,1,1,Pediatría,0.75,Pediatría
3121,MED-4120,Analgésicos,Genfar,Barranquilla,Promoción,Automático (ML),19879.85,16408.9,3470.95,437,60,195,34.29,6.49,999,0,13,894,0,0,1,Dermatológicos,0.5,Analgésicos
3122,MED-4121,Antigripales,MK,Cartagena,Alta (Epidemia),Automático (ML),45799.39,37858.74,7940.65,190,33,132,15.57,1.93,477,4,2,636,0,1,0,Cardiovasculares,0.5,Antigripales
3123,MED-4122,Antibióticos,La Santé,Cartagena,Promoción,Automático (ML),53205.53,42239.1,10966.43,56,52,206,38.16,8.87,1163,2,8,159,1,0,0,Pediatría,0.5,Antibióticos
3124,MED-4123,Diabetes,Genfar,Bogotá,Promoción,Proveedor Programado,55561.84,35232.49,20329.35,57,44,230,25.26,2.16,752,3,12,114,0,0,0,Pediatría,0.5,Diabetes
3125,MED-4124,Pediatría,Pfizer,Cali,Alta (Epidemia),Proveedor Programado,29583.2,20848.85,8734.35,484,78,454,17.87,8.21,530,3,9,801,1,0,0,Pediatría,0.75,Pediatría
3126,MED-4125,Antigripales,MK,Cali,Normal,Automático (ML),31387.7,23151.27,8236.43,97,70,200,2.44,7.03,32,4,4,92,1,0,1,Cardiovasculares,0.5,Antigripales
3127,MED-4126,Dermatológicos,Novartis,Medellín,Promoción,Automático (ML),10551.53,6336.18,4215.35,77,21,350,9.52,7.46,305,1,1,403,0,1,0,Pediatría,0.75,Pediatría
3128,MED-4127,Dermatológicos,Tecnoquímicas,Barranquilla,Promoción,Proveedor Programado,23671.61,17082.5,6589.11,229,58,242,33.56,3.05,974,3,8,896,1,1,0,Dermatológicos,0.5,Dermatológicos
3129,MED-4128,Antibióticos,La Santé,Cartagena,Alta (Epidemia),Proveedor Programado,31269.44,20820.72,10448.72,294,73,205,35.77,9.97,1058,0,9,297,1,0,1,Dermatológicos,0.5,Antibióticos
3130,MED-4129,Dermatológicos,Roche,Bogotá,Promoción,Manual,49828.79,32521.76,17307.03,14,21,105,15.14,4.06,491,3,1,554,1,0,1,Dermatológicos,0.75,Dermatológicos
3131,MED-4130,Analgésicos,MK,Medellín,Normal,Proveedor Programado,75663.97,53429.59,22234.38,321,58,165,5.85,9.68,202,1,10,766,0,1,0,Pediatría,0.5,Analgésicos
3132,MED-4131,Dermatológicos,Pfizer,Medellín,Alta (Epidemia),Automático (ML),74609.23,56467.36,18141.87,499,53,174,38.59,0.56,1167,2,8,139,1,1,0,Gastrointestinales,0.5,Dermatológicos
3133,MED-4132,Pediatría,Tecnoquímicas,Cartagena,Alta (Invierno),Proveedor Programado,37364.1,24104.74,13259.36,477,72,318,16.62,6.14,494,2,4,228,1,1,1,Cardiovasculares,0.5,Pediatría
3134,MED-4133,Analgésicos,MK,Cartagena,Alta (Invierno),Proveedor Programado,12978.85,9132.77,3846.08,441,57,239,4.55,3.66,133,1,3,685,1,1,0,Pediatría,0.5,Analgésicos
3135,MED-4134,Antigripales,Bayer,Medellín,Promoción,Proveedor Programado,73335.25,50161.32,23173.93,270,35,121,31.91,2.61,920,0,12,829,1,0,1,Gastrointestinales,0.5,Antigripales
3136,MED-4135,Vitaminas,Pfizer,Cartagena,Alta (Invierno),Automático (ML),13272.85,9883.84,3389.01,339,45,210,37.01,3.66,1144,2,5,371,1,1,1,Pediatría,0.5,Vitaminas
3137,MED-4136,Antibióticos,Roche,Barranquilla,Promoción,Automático (ML),28953.91,23950.41,5003.5,436,17,296,19.4,3.36,565,1,3,497,1,0,0,Pediatría,0.75,Pediatría
3138,MED-4137,Vitaminas,La Santé,Barranquilla,Alta (Invierno),Automático (ML),21374.9,16175.97,5198.93,435,31,212,22.3,8.37,683,0,10,669,0,0,0,Pediatría,0.5,Vitaminas
3139,MED-4138,Vitaminas,MK,Medellín,Alta (Epidemia),Proveedor Programado,51547.83,35007.99,16539.84,83,51,302,9.45,4.38,303,0,4,724,0,0,0,Pediatría,0.5,Vitaminas
3140,MED-4139,Diabetes,Sanofi,Cartagena,Alta (Invierno),Automático (ML),70594.54,49200.13,21394.41,447,22,228,19.41,7.63,562,0,6,765,1,1,0,Dermatológicos,0.25,Diabetes
3141,MED-4140,Antibióticos,Abbott,Barranquilla,Normal,Automático (ML),23976.73,18476.79,5499.94,212,28,321,17.91,4.59,547,4,14,122,0,1,1,Pediatría,0.75,Pediatría
3142,MED-4141,Cardiovasculares,Pfizer,Cali,Alta (Epidemia),Manual,41802.25,34535.87,7266.38,223,36,261,33.58,7.84,987,1,3,767,0,0,0,Antigripales,0.25,Cardiovasculares
3143,MED-4142,Gastrointestinales,Pfizer,Barranquilla,Alta (Epidemia),Automático (ML),61642.79,44940.54,16702.25,102,50,433,20.51,5.46,620,5,4,598,1,1,1,Pediatría,0.75,Pediatría
3144,MED-4143,Vitaminas,Sanofi,Bogotá,Normal,Proveedor Programado,12763.64,8828.79,3934.85,48,61,120,8.31,4.52,264,1,5,699,1,0,1,Pediatría,0.5,Vitaminas
3145,MED-4144,Vitaminas,Sanofi,Medellín,Normal,Proveedor Programado,18038.08,12663.39,5374.69,297,25,333,33.19,2.92,999,2,7,856,1,1,1,Pediatría,0.5,Vitaminas
3146,MED-4145,Gastrointestinales,Roche,Medellín,Alta (Invierno),Automático (ML),30814.55,23626.32,7188.23,472,18,112,31.49,0.92,916,1,7,64,1,1,1,Pediatría,0.75,Pediatría
3147,MED-4146,Antibióticos,Tecnoquímicas,Cartagena,Normal,Manual,45727.18,28529.26,17197.92,192,44,365,6.88,7.56,204,2,7,180,0,1,0,Pediatría,0.75,Pediatría
3148,MED-4147,Vitaminas,La Santé,Cali,Normal,Proveedor Programado,32054.58,22807.14,9247.44,191,45,190,8.0,2.79,286,2,10,643,0,1,1,Pediatría,0.5,Vitaminas
3149,MED-4148,Dermatológicos,Novartis,Barranquilla,Promoción,Manual,55688.54,40412.86,15275.68,46,78,435,14.01,9.15,363,3,8,262,0,0,0,Pediatría,0.75,Pediatría
3150,MED-4149,Dermatológicos,Abbott,Medellín,Alta (Invierno),Manual,53813.71,44656.52,9157.19,108,27,189,19.1,9.53,572,2,12,191,1,1,1,Dermatológicos,0.25,Dermatológicos
3151,MED-4150,Cardiovasculares,Pfizer,Cali,Promoción,Automático (ML),35260.07,25037.0,10223.07,389,51,130,32.29,5.38,940,0,3,778,0,0,1,Pediatría,0.5,Cardiovasculares
3152,MED-4151,Antibióticos,Pfizer,Cali,Promoción,Proveedor Programado,67539.66,52331.79,15207.87,213,67,335,1.95,3.67,61,0,7,515,1,1,0,Pediatría,0.5,Antibióticos
3153,MED-4152,Antibióticos,MK,Bogotá,Alta (Epidemia),Manual,16866.11,13536.47,3329.64,270,69,215,25.77,7.37,807,1,13,816,1,1,0,Dermatológicos,0.5,Antibióticos
3154,MED-4153,Diabetes,Abbott,Barranquilla,Promoción,Manual,27184.54,18553.85,8630.69,11,78,306,1.73,4.41,37,2,4,709,0,0,1,Pediatría,0.75,Pediatría
3155,MED-4154,Higiene Personal,Bayer,Bogotá,Normal,Proveedor Programado,3967.02,2662.76,1304.26,245,59,394,15.12,6.93,446,0,4,311,1,0,0,Pediatría,0.5,Higiene Personal
3156,MED-4155,Dermatológicos,Genfar,Cartagena,Normal,Automático (ML),16002.64,13340.52,2662.12,134,27,335,38.16,7.32,1158,4,4,895,0,0,1,Pediatría,1.0,Pediatría
3157,MED-4156,Antigripales,Sanofi,Barranquilla,Promoción,Manual,38455.76,29416.9,9038.86,246,76,401,12.83,7.8,360,0,2,820,0,0,1,Pediatría,0.5,Antigripales
3158,MED-4157,Higiene Personal,Pfizer,Cartagena,Promoción,Manual,40628.14,34413.65,6214.49,34,34,189,15.57,4.89,474,2,10,520,0,1,1,Pediatría,0.5,Higiene Personal
3159,MED-4158,Cardiovasculares,Tecnoquímicas,Medellín,Alta (Epidemia),Automático (ML),22415.86,15883.9,6531.96,290,66,143,20.21,0.65,590,3,6,336,0,1,0,Cardiovasculares,0.75,Cardiovasculares
3160,MED-4159,Vitaminas,Sanofi,Cartagena,Alta (Invierno),Manual,35117.5,25113.89,10003.61,354,60,181,2.65,9.96,83,2,14,245,0,1,1,Pediatría,0.5,Vitaminas
3161,MED-4160,Vitaminas,Genfar,Bogotá,Promoción,Manual,18525.62,11705.65,6819.97,106,47,332,28.67,4.88,844,1,9,796,0,0,0,Pediatría,0.5,Vitaminas
3162,MED-4161,Analgésicos,MK,Cartagena,Promoción,Automático (ML),63066.62,41051.21,22015.41,212,64,247,20.72,9.97,610,0,12,475,1,0,1,Gastrointestinales,0.5,Analgésicos
3163,MED-4162,Vitaminas,MK,Cali,Normal,Manual,40668.02,26003.62,14664.4,407,38,206,18.69,7.34,546,1,10,524,1,0,0,Pediatría,0.5,Vitaminas
